Code,Title,,,,,Template,Template ID,Number of Answers,Maximum Score,Partial Scoring,Feedback,Grade Grade,Difficulty Level,Keywords,Options 1 asset,Options 1 answer,Options 2 asset,Options 2 answer,Options 3 asset,Options 3 answer,Options 4 asset,Options 4 answer
ek.n.ib.nb.s.bp3.4,गिनती,7 अौर 9 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",10,No,2,No,8,Yes,6,No
ek.n.ib.nb.s.bp3.5,गिनती,3 अौर 5 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",6,No,7,No,4,Yes,2,No
ek.n.ib.nb.s.bp4.1,गिनती,1 अौर 3 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",0,No,4,No,6,No,2,Yes
ek.n.ib.nb.s.bp4.2,गिनती,3 अौर 5 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",2,No,6,No,7,No,4,Yes
ek.n.ib.nb.s.bp4.3,गिनती,6 अौर 8 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",5,No,9,No,3,No,7,Yes
ek.n.ib.nb.s.bp4.4,गिनती,2 अौर 4 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",1,No,5,No,2,No,3,Yes
ek.n.ib.nb.s.bp4.5,गिनती,3 अौर 5 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",2,No,6,No,1,No,4,Yes
ek.n.ib.nb.d.bp1.1,गिनती,71 अौर 73 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",72,Yes,70,No,74,No,29,No
ek.n.ib.nb.d.bp1.2,गिनती,97 अौर 99 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",98,Yes,96,No,100,No,61,No
ek.n.ib.nb.d.bp1.3,गिनती,73 अौर 75 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",74,Yes,72,No,76,No,93,No
ek.n.ib.nb.d.bp1.4,गिनती,14 अौर 16 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",15,Yes,13,No,17,No,44,No
ek.n.ib.nb.d.bp1.5,गिनती,26 अौर 28 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",27,Yes,25,No,29,No,15,No
ek.n.ib.nb.d.bp2.1,गिनती,27 अौर 29 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",71,No,28,Yes,26,No,30,No
ek.n.ib.nb.d.bp2.2,गिनती,82 अौर 84 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",1,No,83,Yes,81,No,85,No
ek.n.ib.nb.d.bp2.3,गिनती,10 अौर 12 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",81,No,11,Yes,9,No,13,No
ek.n.ib.nb.d.bp2.4,गिनती,73 अौर 75 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",45,No,74,Yes,72,No,76,No
ek.n.ib.nb.d.bp2.5,गिनती,44 अौर 46 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",83,No,45,Yes,43,No,47,No
ek.n.ib.nb.d.bp3.1,गिनती,73 अौर 75 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",76,No,56,No,74,Yes,72,No
ek.n.ib.nb.d.bp3.2,गिनती,64 अौर 66 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",67,No,50,No,65,Yes,63,No
ek.n.ib.nb.d.bp3.3,गिनती,15 अौर 17 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",18,No,29,No,16,Yes,14,No
ek.n.ib.nb.d.bp3.4,गिनती,76 अौर 78 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",79,No,71,No,77,Yes,75,No
ek.n.ib.nb.d.bp3.5,गिनती,78 अौर 80 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",81,No,71,No,79,Yes,77,No
ek.n.ib.nb.d.bp4.1,गिनती,22 अौर 24 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",21,No,25,No,87,No,23,Yes
ek.n.ib.nb.d.bp4.2,गिनती,25 अौर 27 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",24,No,28,No,29,No,26,Yes
ek.n.ib.nb.d.bp4.3,गिनती,65 अौर 67 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",64,No,68,No,13,No,66,Yes
ek.n.ib.nb.d.bp4.4,गिनती,52 अौर 54 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",51,No,55,No,63,No,53,Yes
ek.n.ib.nb.d.bp4.5,गिनती,38 अौर 40 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,EASY,"numbers, number, missing, counting",37,No,41,No,51,No,39,Yes
ek.n.ib.nbr.d.bp1.1,गिनती,22 अौर 20 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,DIFFICULT,"numbers, number, missing, counting",21,Yes,19,No,23,No,14,No
ek.n.ib.nbr.d.bp1.2,गिनती,8 अौर 6 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,DIFFICULT,"numbers, number, missing, counting",7,Yes,5,No,9,No,54,No
ek.n.ib.nbr.d.bp1.3,गिनती,58 अौर 56 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,DIFFICULT,"numbers, number, missing, counting",57,Yes,55,No,59,No,88,No
ek.n.ib.nbr.d.bp1.4,गिनती,87 अौर 85 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,DIFFICULT,"numbers, number, missing, counting",86,Yes,84,No,88,No,79,No
ek.n.ib.nbr.d.bp1.5,गिनती,66 अौर 64 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,DIFFICULT,"numbers, number, missing, counting",65,Yes,63,No,67,No,45,No
ek.n.ib.nbr.d.bp2.1,गिनती,60 अौर 58 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,DIFFICULT,"numbers, number, missing, counting",44,No,59,Yes,57,No,61,No
ek.n.ib.nbr.d.bp2.2,गिनती,22 अौर 20 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,DIFFICULT,"numbers, number, missing, counting",24,No,21,Yes,19,No,23,No
ek.n.ib.nbr.d.bp2.3,गिनती,61 अौर 59 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,DIFFICULT,"numbers, number, missing, counting",63,No,60,Yes,58,No,62,No
ek.n.ib.nbr.d.bp2.4,गिनती,86 अौर 84 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,DIFFICULT,"numbers, number, missing, counting",27,No,85,Yes,83,No,87,No
ek.n.ib.nbr.d.bp2.5,गिनती,7 अौर 5 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,DIFFICULT,"numbers, number, missing, counting",86,No,6,Yes,4,No,8,No
ek.n.ib.nbr.d.bp3.1,गिनती,29 अौर 27 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,DIFFICULT,"numbers, number, missing, counting",30,No,27,No,28,Yes,26,No
ek.n.ib.nbr.d.bp3.2,गिनती,97 अौर 95 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,DIFFICULT,"numbers, number, missing, counting",98,No,68,No,96,Yes,94,No
ek.n.ib.nbr.d.bp3.3,गिनती,78 अौर 76 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,DIFFICULT,"numbers, number, missing, counting",79,No,84,No,77,Yes,75,No
ek.n.ib.nbr.d.bp3.4,गिनती,33 अौर 31 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,DIFFICULT,"numbers, number, missing, counting",34,No,59,No,32,Yes,30,No
ek.n.ib.nbr.d.bp3.5,गिनती,66 अौर 64 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,DIFFICULT,"numbers, number, missing, counting",67,No,6,No,65,Yes,63,No
ek.n.ib.nbr.d.bp4.1,गिनती,71 अौर 69 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,DIFFICULT,"numbers, number, missing, counting",68,No,72,No,42,No,70,Yes
ek.n.ib.nbr.d.bp4.2,गिनती,83 अौर 81 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,DIFFICULT,"numbers, number, missing, counting",80,No,84,No,4,No,82,Yes
ek.n.ib.nbr.d.bp4.3,गिनती,83 अौर 81 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,DIFFICULT,"numbers, number, missing, counting",80,No,84,No,67,No,82,Yes
ek.n.ib.nbr.d.bp4.4,गिनती,44 अौर 42 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,DIFFICULT,"numbers, number, missing, counting",41,No,45,No,23,No,43,Yes
ek.n.ib.nbr.d.bp4.5,गिनती,6 अौर 4 के बीच आने वाली संख्या को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,No,दोबारा कोशिश करें,Grade 1,DIFFICULT,"numbers, number, missing, counting",3,No,7,No,78,No,5,Yes
ek.n.ib.nb2.d.bp1.1,गिनती,83 अौर 86 के बीच आने वाली सभी संख्याओं को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,Yes,दोबारा कोशिश करें,Grade 1,MEDIUM,"numbers, number, missing, counting",82,No,85,Yes,84,Yes,87,No
ek.n.ib.nb2.d.bp1.2,गिनती,47 अौर 50 के बीच आने वाली सभी संख्याओं को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,Yes,दोबारा कोशिश करें,Grade 1,MEDIUM,"numbers, number, missing, counting",46,No,49,Yes,48,Yes,52,No
ek.n.ib.nb2.d.bp1.3,गिनती,9 अौर 12 के बीच आने वाली सभी संख्याओं को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,Yes,दोबारा कोशिश करें,Grade 1,MEDIUM,"numbers, number, missing, counting",8,No,11,Yes,10,Yes,14,No
ek.n.ib.nb2.d.bp1.4,गिनती,46 अौर 49 के बीच आने वाली सभी संख्याओं को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,Yes,दोबारा कोशिश करें,Grade 1,MEDIUM,"numbers, number, missing, counting",45,No,48,Yes,47,Yes,50,No
ek.n.ib.nb2.d.bp1.5,गिनती,14 अौर 17 के बीच आने वाली सभी संख्याओं को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,Yes,दोबारा कोशिश करें,Grade 1,MEDIUM,"numbers, number, missing, counting",12,No,16,Yes,15,Yes,20,No
ek.n.ib.nb2.d.bp2.1,गिनती,86 अौर 89 के बीच आने वाली सभी संख्याओं को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,Yes,दोबारा कोशिश करें,Grade 1,MEDIUM,"numbers, number, missing, counting",91,No,85,No,88,Yes,87,Yes
ek.n.ib.nb2.d.bp2.2,गिनती,19 अौर 22 के बीच आने वाली सभी संख्याओं को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,Yes,दोबारा कोशिश करें,Grade 1,MEDIUM,"numbers, number, missing, counting",24,No,18,No,21,Yes,20,Yes
ek.n.ib.nb2.d.bp2.3,गिनती,26 अौर 29 के बीच आने वाली सभी संख्याओं को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,Yes,दोबारा कोशिश करें,Grade 1,MEDIUM,"numbers, number, missing, counting",31,No,23,No,28,Yes,27,Yes
ek.n.ib.nb2.d.bp2.4,गिनती,63 अौर 66 के बीच आने वाली सभी संख्याओं को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,Yes,दोबारा कोशिश करें,Grade 1,MEDIUM,"numbers, number, missing, counting",67,No,62,No,65,Yes,64,Yes
ek.n.ib.nb2.d.bp2.5,गिनती,90 अौर 93 के बीच आने वाली सभी संख्याओं को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,Yes,दोबारा कोशिश करें,Grade 1,MEDIUM,"numbers, number, missing, counting",94,No,89,No,92,Yes,91,Yes
ek.n.ib.nb2.d.bp3.1,गिनती,71 अौर 74 के बीच आने वाली सभी संख्याओं को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,Yes,दोबारा कोशिश करें,Grade 1,MEDIUM,"numbers, number, missing, counting",72,Yes,76,No,68,No,73,Yes
ek.n.ib.nb2.d.bp3.2,गिनती,56 अौर 59 के बीच आने वाली सभी संख्याओं को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,Yes,दोबारा कोशिश करें,Grade 1,MEDIUM,"numbers, number, missing, counting",57,Yes,62,No,53,No,58,Yes
ek.n.ib.nb2.d.bp3.3,गिनती,39 अौर 42 के बीच आने वाली सभी संख्याओं को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,Yes,दोबारा कोशिश करें,Grade 1,MEDIUM,"numbers, number, missing, counting",40,Yes,45,No,38,No,41,Yes
ek.n.ib.nb2.d.bp3.4,गिनती,68 अौर 71 के बीच आने वाली सभी संख्याओं को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,Yes,दोबारा कोशिश करें,Grade 1,MEDIUM,"numbers, number, missing, counting",69,Yes,74,No,66,No,70,Yes
ek.n.ib.nb2.d.bp3.5,गिनती,18 अौर 21 के बीच आने वाली सभी संख्याओं को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,Yes,दोबारा कोशिश करें,Grade 1,MEDIUM,"numbers, number, missing, counting",19,Yes,22,No,16,No,20,Yes
ek.n.ib.nb2.d.bp4.1,गिनती,57 अौर 60 के बीच आने वाली सभी संख्याओं को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,Yes,दोबारा कोशिश करें,Grade 1,MEDIUM,"numbers, number, missing, counting",59,Yes,58,Yes,62,No,56,No
ek.n.ib.nb2.d.bp4.2,गिनती,1 अौर 4 के बीच आने वाली सभी संख्याओं को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,Yes,दोबारा कोशिश करें,Grade 1,MEDIUM,"numbers, number, missing, counting",3,Yes,2,Yes,5,No,-2,No
ek.n.ib.nb2.d.bp4.3,गिनती,62 अौर 65 के बीच आने वाली सभी संख्याओं को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,Yes,दोबारा कोशिश करें,Grade 1,MEDIUM,"numbers, number, missing, counting",64,Yes,63,Yes,66,No,59,No
ek.n.ib.nb2.d.bp4.4,गिनती,57 अौर 60 के बीच आने वाली सभी संख्याओं को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,Yes,दोबारा कोशिश करें,Grade 1,MEDIUM,"numbers, number, missing, counting",59,Yes,58,Yes,61,No,54,No
ek.n.ib.nb2.d.bp4.5,गिनती,17 अौर 20 के बीच आने वाली सभी संख्याओं को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,Yes,दोबारा कोशिश करें,Grade 1,MEDIUM,"numbers, number, missing, counting",19,Yes,18,Yes,22,No,15,No
ek.n.ib.nb3.d.bp1.1,गिनती,92 अौर 96 के बीच आने वाली सभी संख्याओं को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,Yes,दोबारा कोशिश करें,Grade 1,DIFFICULT,"numbers, number, missing, counting",94,Yes,93,Yes,99,No,95,Yes
ek.n.ib.nb3.d.bp1.2,गिनती,76 अौर 80 के बीच आने वाली सभी संख्याओं को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,Yes,दोबारा कोशिश करें,Grade 1,DIFFICULT,"numbers, number, missing, counting",78,Yes,77,Yes,74,No,79,Yes
ek.n.ib.nb3.d.bp1.3,गिनती,39 अौर 43 के बीच आने वाली सभी संख्याओं को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,Yes,दोबारा कोशिश करें,Grade 1,DIFFICULT,"numbers, number, missing, counting",41,Yes,40,Yes,37,No,42,Yes
ek.n.ib.nb3.d.bp1.4,गिनती,27 अौर 31 के बीच आने वाली सभी संख्याओं को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,Yes,दोबारा कोशिश करें,Grade 1,DIFFICULT,"numbers, number, missing, counting",29,Yes,28,Yes,24,No,30,Yes
ek.n.ib.nb3.d.bp1.5,गिनती,68 अौर 72 के बीच आने वाली सभी संख्याओं को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,Yes,दोबारा कोशिश करें,Grade 1,DIFFICULT,"numbers, number, missing, counting",70,Yes,69,Yes,74,No,71,Yes
ek.n.ib.nb3.d.bp2.1,गिनती,88 अौर 92 के बीच आने वाली सभी संख्याओं को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,Yes,दोबारा कोशिश करें,Grade 1,DIFFICULT,"numbers, number, missing, counting",91,Yes,90,Yes,89,Yes,95,No
ek.n.ib.nb3.d.bp2.2,गिनती,5 अौर 9 के बीच आने वाली सभी संख्याओं को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,Yes,दोबारा कोशिश करें,Grade 1,DIFFICULT,"numbers, number, missing, counting",8,Yes,7,Yes,6,Yes,4,No
ek.n.ib.nb3.d.bp2.3,गिनती,71 अौर 75 के बीच आने वाली सभी संख्याओं को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,Yes,दोबारा कोशिश करें,Grade 1,DIFFICULT,"numbers, number, missing, counting",74,Yes,73,Yes,72,Yes,69,No
ek.n.ib.nb3.d.bp2.4,गिनती,33 अौर 37 के बीच आने वाली सभी संख्याओं को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,Yes,दोबारा कोशिश करें,Grade 1,DIFFICULT,"numbers, number, missing, counting",36,Yes,35,Yes,34,Yes,39,No
ek.n.ib.nb3.d.bp2.5,गिनती,56 अौर 60 के बीच आने वाली सभी संख्याओं को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,Yes,दोबारा कोशिश करें,Grade 1,DIFFICULT,"numbers, number, missing, counting",59,Yes,58,Yes,57,Yes,63,No
ek.n.ib.nb3.d.bp3.1,गिनती,96 अौर 100 के बीच आने वाली सभी संख्याओं को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,Yes,दोबारा कोशिश करें,Grade 1,DIFFICULT,"numbers, number, missing, counting",101,No,99,Yes,98,Yes,97,Yes
ek.n.ib.nb3.d.bp3.2,गिनती,16 अौर 20 के बीच आने वाली सभी संख्याओं को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,Yes,दोबारा कोशिश करें,Grade 1,DIFFICULT,"numbers, number, missing, counting",14,No,19,Yes,18,Yes,17,Yes
ek.n.ib.nb3.d.bp3.3,गिनती,9 अौर 13 के बीच आने वाली सभी संख्याओं को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,Yes,दोबारा कोशिश करें,Grade 1,DIFFICULT,"numbers, number, missing, counting",14,No,12,Yes,11,Yes,10,Yes
ek.n.ib.nb3.d.bp3.4,गिनती,31 अौर 35 के बीच आने वाली सभी संख्याओं को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,Yes,दोबारा कोशिश करें,Grade 1,DIFFICULT,"numbers, number, missing, counting",37,No,34,Yes,33,Yes,32,Yes
ek.n.ib.nb3.d.bp3.5,गिनती,93 अौर 97 के बीच आने वाली सभी संख्याओं को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,Yes,दोबारा कोशिश करें,Grade 1,DIFFICULT,"numbers, number, missing, counting",92,No,96,Yes,95,Yes,94,Yes
ek.n.ib.nb3.d.bp4.1,गिनती,50 अौर 54 के बीच आने वाली सभी संख्याओं को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,Yes,दोबारा कोशिश करें,Grade 1,DIFFICULT,"numbers, number, missing, counting",51,Yes,57,No,53,Yes,52,Yes
ek.n.ib.nb3.d.bp4.2,गिनती,13 अौर 17 के बीच आने वाली सभी संख्याओं को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,Yes,दोबारा कोशिश करें,Grade 1,DIFFICULT,"numbers, number, missing, counting",14,Yes,19,No,16,Yes,15,Yes
ek.n.ib.nb3.d.bp4.3,गिनती,72 अौर 76 के बीच आने वाली सभी संख्याओं को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,Yes,दोबारा कोशिश करें,Grade 1,DIFFICULT,"numbers, number, missing, counting",73,Yes,71,No,75,Yes,74,Yes
ek.n.ib.nb3.d.bp4.4,गिनती,39 अौर 43 के बीच आने वाली सभी संख्याओं को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,Yes,दोबारा कोशिश करें,Grade 1,DIFFICULT,"numbers, number, missing, counting",40,Yes,46,No,42,Yes,41,Yes
ek.n.ib.nb3.d.bp4.5,गिनती,19 अौर 23 के बीच आने वाली सभी संख्याओं को चुनिए,,,,org.ekstep.mcq.t.ta,domain_49164,1,1,Yes,दोबारा कोशिश करें,Grade 1,DIFFICULT,"numbers, number, missing, counting",20,Yes,24,No,22,Yes,21,Yes